Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic_x,MaxInheritanceTree,MaxNesting_x,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic_x,Version,CommitId,BaseFileName,AvgCyclomatic_y,SumCyclomatic_y,MaxCyclomatic_y,AvgLineCode,SumLineCode,MaxLineCode,MaxNesting_y,SumDeclMethod,Bogue
File,AMReporter.java,11.0,0.0,11.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,32.0,0.0,0.0,0.0,32.0,32.0,30.0,0.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,0.0,3.0,21.0,0.0,479.0,56.0,382.0,147.0,198.0,41.0,0.0,0.0,0.0,188.0,252.0,130.0,0.0,144.0,0.0,8.0,0.0,4.0,0.0,0.0,"0,11",58.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,AMReporter,2.0,12.0,3.0,32.1,321.0,98.0,4.0,19.0,1
File,ASTBuilder.java,16.0,1.0,15.0,1.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,18.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,351.0,32.0,292.0,64.0,214.0,27.0,0.0,0.0,0.0,133.0,165.0,60.0,0.0,120.0,0.0,64.0,0.0,2.0,0.0,0.0,"0,09",90.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ASTBuilder,5.0,90.0,64.0,14.944444444444445,269.0,146.0,2.0,0.0,1
File,ASTConverter.java,18.0,1.0,15.0,2.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,38.0,0.0,0.0,0.0,38.0,36.0,24.0,0.0,0.0,0.0,38.0,0.0,0.0,11.0,0.0,9.0,2.0,16.0,0.0,869.0,99.0,673.0,242.0,412.0,97.0,0.0,0.0,0.0,354.0,524.0,249.0,0.0,345.0,0.0,21.0,0.0,5.0,0.0,0.0,"0,14",144.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ASTConverter,5.4,54.0,21.0,37.75,604.0,170.0,5.0,28.0,0
File,ASTErrorNode.java,2.0,0.0,2.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,49.0,8.0,21.0,18.0,6.0,20.0,0.0,0.0,0.0,12.0,18.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,95",5.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ASTErrorNode,1.0,5.0,1.0,2.4,12.0,4.0,0.0,0.0,0
File,ASTNode.java,10.0,1.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,26.0,26.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,349.0,52.0,240.0,75.0,133.0,57.0,0.0,0.0,0.0,123.0,178.0,67.0,0.0,129.0,0.0,11.0,0.0,4.0,0.0,0.0,"0,24",58.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ASTNode,2.230769230769231,58.0,11.0,8.423076923076923,219.0,42.0,4.0,0.0,0
File,ASTNodeOrigin.java,7.0,0.0,4.0,3.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,95.0,9.0,31.0,14.0,10.0,55.0,0.0,0.0,0.0,16.0,23.0,13.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",6.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ASTNodeOrigin,1.0,6.0,1.0,3.8333333333333335,23.0,8.0,0.0,0.0,0
File,ATSHook.java,16.0,1.0,15.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,19.0,0.0,0.0,0.0,9.0,19.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,2.0,14.0,0.0,325.0,37.0,264.0,105.0,170.0,33.0,0.0,0.0,0.0,159.0,199.0,97.0,0.0,139.0,0.0,10.0,0.0,3.0,0.0,0.0,"0,13",35.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,ATSHook,3.2857142857142856,23.0,7.0,18.25,219.0,74.0,3.0,10.0,1
File,AbortDroneException.java,3.0,0.0,3.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,10.0,5.0,3.0,18.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,80",2.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,AbortDroneException,1.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0,0
File,AbortTxnRequest.java,7.0,0.0,6.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,38.0,0.0,0.0,0.0,36.0,35.0,5.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,2.0,0.0,35.0,0.0,387.0,64.0,297.0,104.0,144.0,29.0,0.0,0.0,0.0,139.0,207.0,91.0,0.0,124.0,0.0,5.0,0.0,3.0,0.0,0.0,"0,10",61.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,AbortTxnRequest,1.7058823529411764,58.0,5.0,10.325,413.0,88.0,3.0,25.0,0
File,AbortTxnsDesc.java,5.0,0.0,3.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,13.0,8.0,3.0,23.0,0.0,0.0,0.0,7.0,10.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",2.0,rel/storage-release-2.2.0,b35edb54fbd6dd7816857261ac214e5dc011534e,AbortTxnsDesc,1.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0,0
