Version,AUC,Precision,Recall
2.0.0,0.7693485619638173,0.6829511540952311,0.18410933197219032
2.1.0,0.7497449034339796,0.706305410990775,0.17867692840906899
2.2.0,0.7306084124704297,0.5739855080025645,0.10441017116191448
2.3.0,0.7620350465013291,0.25850468975468976,0.058209556670278176
3.0.0,0.7120696962595967,0.7883893998664623,0.9860746008356395
3.1.0,0.7398487860583596,0.5623516018828706,0.07983639391922338
